,disYear,disMonth,disDay,disDayCount,cityCode,citySidoName,citySggName,disQuantity,dayAverQuantity,disCount,dayAverCount
1,2018,01,2,5,W26,경기도,수원시영통구,259003200,51800640,132919,26584
2,2018,01,3,5,W26,경기도,수원시영통구,210193820,42038764,113023,22605
3,2018,01,4,5,W26,경기도,수원시영통구,204197100,40839420,113638,22728
4,2018,01,5,4,W26,경기도,수원시영통구,159517890,39879473,88509,22127
5,2018,01,6,4,W26,경기도,수원시영통구,146129300,36532325,82567,20642
6,2018,01,7,4,W26,경기도,수원시영통구,165313600,41328400,87248,21812
0,2018,01,1,4,W0B,서울특별시,노원구,175488400,43872100,109417,27354
1,2018,01,2,5,W0B,서울특별시,노원구,204279050,40855810,131825,26365
2,2018,01,3,5,W0B,서울특별시,노원구,178974350,35794870,122319,24464
3,2018,01,4,5,W0B,서울특별시,노원구,167217150,33443430,116573,23315
4,2018,01,5,4,W0B,서울특별시,노원구,128737400,32184350,90367,22592
5,2018,01,6,4,W0B,서울특별시,노원구,128463200,32115800,90561,22640
6,2018,01,7,4,W0B,서울특별시,노원구,140898350,35224588,92880,23220
0,2018,01,1,4,W28,경기도,성남시중원구,1152500,288125,603,151
1,2018,01,2,5,W28,경기도,성남시중원구,1059850,211970,591,118
2,2018,01,3,5,W28,경기도,성남시중원구,1123400,224680,637,127
3,2018,01,4,5,W28,경기도,성남시중원구,990850,198170,583,117
4,2018,01,5,4,W28,경기도,성남시중원구,855050,213763,476,119
5,2018,01,6,4,W28,경기도,성남시중원구,843600,210900,454,114
6,2018,01,7,4,W28,경기도,성남시중원구,910450,227613,506,127
0,2018,01,1,4,W2D,경기도,부천시,51656100,12914025,24710,6178
1,2018,01,2,5,W2D,경기도,부천시,55332000,11066400,27555,5511
2,2018,01,3,5,W2D,경기도,부천시,48001650,9600330,24766,4953
3,2018,01,4,5,W2D,경기도,부천시,45271600,9054320,24063,4813
4,2018,01,5,4,W2D,경기도,부천시,36056900,9014225,19114,4779
5,2018,01,6,4,W2D,경기도,부천시,36456600,9114150,19268,4817
6,2018,01,7,4,W2D,경기도,부천시,37140550,9285138,18702,4676
0,2018,01,1,4,W2R,경기도,남양주시,31592500,7898125,14435,3609
1,2018,01,2,5,W2R,경기도,남양주시,36226050,7245210,16835,3367
2,2018,01,3,5,W2R,경기도,남양주시,29881550,5976310,14652,2930
3,2018,01,4,5,W2R,경기도,남양주시,32140800,6428160,15918,3184
4,2018,01,5,4,W2R,경기도,남양주시,23864750,5966188,11719,2930
5,2018,01,6,4,W2R,경기도,남양주시,23822950,5955738,11959,2990
6,2018,01,7,4,W2R,경기도,남양주시,23888950,5972238,11319,2830
0,2018,01,1,4,W1I,인천광역시,남동구,78333000,19583250,45016,11254
1,2018,01,2,5,W1I,인천광역시,남동구,90753200,18150640,53480,10696
2,2018,01,3,5,W1I,인천광역시,남동구,82960600,16592120,51469,10294
3,2018,01,4,5,W1I,인천광역시,남동구,75474600,15094920,47564,9513
4,2018,01,5,4,W1I,인천광역시,남동구,61004750,15251188,38685,9671
5,2018,01,6,4,W1I,인천광역시,남동구,61192500,15298125,38666,9667
6,2018,01,7,4,W1I,인천광역시,남동구,68656750,17164188,41555,10389
0,2018,01,1,4,W4S,전라북도,정읍시,31347350,7836838,12687,3172
1,2018,01,2,5,W4S,전라북도,정읍시,114287000,22857400,17741,3548
2,2018,01,3,5,W4S,전라북도,정읍시,120699250,24139850,15984,3197
3,2018,01,4,5,W4S,전라북도,정읍시,82725250,16545050,15389,3078
4,2018,01,5,4,W4S,전라북도,정읍시,63513350,15878338,11965,2991
5,2018,01,6,4,W4S,전라북도,정읍시,83750650,20937663,12627,3157
6,2018,01,7,4,W4S,전라북도,정읍시,55894000,13973500,11146,2787
0,2018,01,1,4,W4Z,전라북도,임실군,2312950,578238,806,202
1,2018,01,2,5,W4Z,전라북도,임실군,2935250,587050,1044,209
2,2018,01,3,5,W4Z,전라북도,임실군,2274000,454800,867,173
3,2018,01,4,5,W4Z,전라북도,임실군,2606650,521330,972,194
4,2018,01,5,4,W4Z,전라북도,임실군,2011750,502938,734,184
5,2018,01,6,4,W4Z,전라북도,임실군,2155750,538938,790,198
6,2018,01,7,4,W4Z,전라북도,임실군,2090400,522600,772,193
0,2018,01,1,4,W1P,광주광역시,서구,114960500,28740125,52982,13246
1,2018,01,2,5,W1P,광주광역시,서구,138087750,27617550,65212,13042
2,2018,01,3,5,W1P,광주광역시,서구,114791150,22958230,56914,11383
3,2018,01,4,5,W1P,광주광역시,서구,113370300,22674060,57719,11544
4,2018,01,5,4,W1P,광주광역시,서구,89499150,22374788,45341,11335
5,2018,01,6,4,W1P,광주광역시,서구,90206800,22551700,45896,11474
6,2018,01,7,4,W1P,광주광역시,서구,98418300,24604575,47673,11918
0,2018,01,1,4,W11,부산광역시,강서구,50927250,12731813,25849,6462
1,2018,01,2,5,W11,부산광역시,강서구,59340800,11868160,30930,6186
2,2018,01,3,5,W11,부산광역시,강서구,47611915,9522383,25984,5197
3,2018,01,4,5,W11,부산광역시,강서구,51212300,10242460,28079,5616
4,2018,01,5,4,W11,부산광역시,강서구,40993650,10248413,22192,5548
5,2018,01,6,4,W11,부산광역시,강서구,36837050,9209263,20490,5123
6,2018,01,7,4,W11,부산광역시,강서구,38992500,9748125,20574,5144
0,2018,01,1,4,W34,경기도,화성시,409453710,102363428,174062,43516
1,2018,01,2,5,W34,경기도,화성시,421520860,84304172,183556,36711
2,2018,01,3,5,W34,경기도,화성시,351814480,70362896,158954,31791
3,2018,01,4,5,W34,경기도,화성시,333782220,66756444,154928,30986
4,2018,01,5,4,W34,경기도,화성시,263769140,65942285,122308,30577
5,2018,01,6,4,W34,경기도,화성시,258328200,64582050,119900,29975
6,2018,01,7,4,W34,경기도,화성시,278764630,69691158,122875,30719
0,2018,01,1,4,W1O,광주광역시,동구,15267050,3816763,7556,1889
1,2018,01,2,5,W1O,광주광역시,동구,18513800,3702760,9439,1888
2,2018,01,3,5,W1O,광주광역시,동구,15298150,3059630,8090,1618
3,2018,01,4,5,W1O,광주광역시,동구,15344700,3068940,8280,1656
4,2018,01,5,4,W1O,광주광역시,동구,12216050,3054013,6530,1633
5,2018,01,6,4,W1O,광주광역시,동구,12051200,3012800,6578,1645
6,2018,01,7,4,W1O,광주광역시,동구,13490550,3372638,6989,1747
0,2018,01,1,4,W35,경기도,광주시,917630,229408,477,119
1,2018,01,2,5,W35,경기도,광주시,149958250,29991650,2373,475
2,2018,01,3,5,W35,경기도,광주시,122347160,24469432,2126,425
3,2018,01,4,5,W35,경기도,광주시,63161060,12632212,1273,255
4,2018,01,5,4,W35,경기도,광주시,53044490,13261123,1063,266
5,2018,01,6,4,W35,경기도,광주시,46804500,11701125,968,242
6,2018,01,7,4,W35,경기도,광주시,44734060,11183515,885,221
0,2018,01,1,4,W03,서울특별시,용산구,864350,216088,608,152
1,2018,01,2,5,W03,서울특별시,용산구,913250,182650,681,136
2,2018,01,3,5,W03,서울특별시,용산구,1038000,207600,793,159
3,2018,01,4,5,W03,서울특별시,용산구,767850,153570,566,113
4,2018,01,5,4,W03,서울특별시,용산구,564200,141050,466,117
5,2018,01,6,4,W03,서울특별시,용산구,553750,138438,462,116
6,2018,01,7,4,W03,서울특별시,용산구,738900,184725,509,127
