,TIME,AREA,Household_Income_Outlook_CSI,Consumer_Spending_Outlook_CSI
1413,201607,광주광역시,98,107
1414,201608,광주광역시,99,109
1415,201609,광주광역시,99,107
1416,201610,광주광역시,99,107
1417,201611,광주광역시,95,104
1418,201612,광주광역시,95,102
1419,201701,광주광역시,93,102
1420,201702,광주광역시,94,103
1421,201703,광주광역시,96,103
1422,201704,광주광역시,99,106
1423,201705,광주광역시,101,110
1424,201706,광주광역시,102,112
1425,201707,광주광역시,102,110
1426,201708,광주광역시,104,114
1427,201709,광주광역시,103,112
1428,201710,광주광역시,104,113
1429,201711,광주광역시,105,113
1430,201712,광주광역시,106,112
1431,201801,광주광역시,107,116
1432,201802,광주광역시,105,114
1433,201803,광주광역시,103,112
1434,201804,광주광역시,104,111
1435,201805,광주광역시,102,112
1436,201806,광주광역시,102,111
1437,201807,광주광역시,102,107
1438,201808,광주광역시,98,108
1439,201809,광주광역시,101,108
1440,201810,광주광역시,100,112
1441,201811,광주광역시,100,113
1442,201812,광주광역시,100,109
1443,201901,광주광역시,100,112
1444,201902,광주광역시,102,110
1445,201903,광주광역시,99,112
1446,201904,광주광역시,98,111
1447,201905,광주광역시,98,110
1448,201906,광주광역시,98,111
1449,201907,광주광역시,96,109
1450,201908,광주광역시,97,107
1451,201909,광주광역시,100,109
1452,201910,광주광역시,100,109
1453,201911,광주광역시,101,112
1454,201912,광주광역시,101,112
1455,202001,광주광역시,102,113
1456,202002,광주광역시,97,110
1457,202003,광주광역시,88,95
1458,202004,광주광역시,84,88
1459,202005,광주광역시,88,93
1460,202006,광주광역시,86,96
1461,202007,광주광역시,88,92
1462,202008,광주광역시,91,97
1463,202009,광주광역시,87,88
1464,202010,광주광역시,92,98
1465,202011,광주광역시,95,101
1466,202012,광주광역시,92,96
1467,202101,광주광역시,95,97
1468,202102,광주광역시,94,98
1469,202103,광주광역시,95,103
1470,202104,광주광역시,96,104
1471,202105,광주광역시,95,105
1472,202106,광주광역시,98,108
1473,202107,광주광역시,98,106
1474,202108,광주광역시,98,102
1475,202109,광주광역시,98,104
1476,202110,광주광역시,101,108
1477,202111,광주광역시,99,109
1478,202112,광주광역시,100,107
1479,202201,광주광역시,99,109
1480,202202,광주광역시,97,106
1481,202203,광주광역시,98,109
1482,202204,광주광역시,99,113
1483,202205,광주광역시,97,114
1484,202206,광주광역시,94,112
1485,202207,광주광역시,89,107
1486,202208,광주광역시,94,107
1487,202209,광주광역시,93,107
