,DSTRCT_PPR_KIND_QTY,DSTRCT_RSDL_KIND_QTY,COMB_FOOD_VEGET,DSTRCT_ETC_KIND_QTY,DSTRCT_ELEPDT_KIND_QTY,COMB_PLAS_KIND,NCMB_SUM,SPEC_SUM,DSTRCT_FMDRSNS_KIND_QTY,TOT_SUM,DSTRCT_FARM_KIND_QTY,NCMB_SAND_KIND,DSTRCT_FURN_KIND_QTY,ETC_KIND,FOOD_SUM,DSTRCT_F_LIGHT_QTY,COMB_SUM,DSTRCT_SUM,CTS_JIDT_NM,DSTRCT_WTC_OIL_KIND_QTY,COMB_RUBBER_KIND,DSTRCT_LUBRICANT_QTY,DSTRCT_BATTERY_KIND_QTY,DSTRCT_CLOTHES_KIND_QTY,COMB_ETC_ETC_KIND,DSTRCT_SYNRSNS_KIND_QTY,COMB_WOOD_KIND,DSTRCT_S_IRON_KIND_QTY,COMB_PPR_KIND,DSTRCT_PLAS_KIND_QTY,NCMB_MET_KIND,DSTRCT_CAN_KIND_QTY,DATA_TM_NM,NCMB_ETC_KIND,DSTRCT_GLSS_KIND_QTY,NCMB_GLSS_KIND,DSTRCT_TIRE_KIND_QTY,CITY_JIDT_NM,year
611,72.7,15.7,0.0,0.0,1.5,0.0,0.0,0.0,0.7,503.7,0.2,0.0,27.0,0.0,327.6,0.2,0.0,176.1,전주시,0.0,0.0,0.0,0.1,1.8,0.0,4.2,0.0,1.7,0.0,44.0,0.0,0.7,재활용,0.0,5.6,0.0,0.0,전북,2018
612,54.8,3.4,3.5,0.0,0.3,56.2,11.1,214.0,0.5,412.7,0.2,1.1,0.0,0.0,94.8,0.1,202.9,103.9,군산시,0.0,4.0,0.0,0.1,0.2,62.0,8.4,4.6,26.2,72.6,2.9,1.8,1.4,발생량,5.5,5.4,2.7,0.0,전북,2018
613,0.0,0.0,3.5,0.0,0.0,42.7,11.1,166.2,0.0,166.2,0.0,1.1,0.0,0.0,0.0,0.0,155.1,0.0,군산시,0.0,3.1,0.0,0.0,0.0,47.1,0.0,3.5,0.0,55.2,0.0,1.8,0.0,매립,5.5,0.0,2.7,0.0,전북,2018
614,0.0,0.0,0.0,0.0,0.0,13.5,0.0,47.8,0.0,47.8,0.0,0.0,0.0,0.0,0.0,0.0,47.8,0.0,군산시,0.0,0.9,0.0,0.0,0.0,14.9,0.0,1.1,0.0,17.4,0.0,0.0,0.0,소각,0.0,0.0,0.0,0.0,전북,2018
615,54.8,3.4,0.0,0.0,0.3,0.0,0.0,0.0,0.5,198.7,0.2,0.0,0.0,0.0,94.8,0.1,0.0,103.9,군산시,0.0,0.0,0.0,0.1,0.2,0.0,8.4,0.0,26.2,0.0,2.9,0.0,1.4,재활용,0.0,5.4,0.0,0.0,전북,2018
616,1.3,11.6,11.0,0.0,1.1,26.0,10.5,98.0,0.3,231.1,0.0,0.5,13.4,0.1,90.6,0.1,87.4,42.5,익산시,0.0,1.3,0.0,0.1,0.0,11.6,5.3,1.6,0.6,35.9,4.6,2.2,0.7,발생량,5.0,3.4,2.8,0.0,전북,2018
617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,익산시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,매립,0.0,0.0,0.0,0.0,전북,2018
618,0.0,0.0,11.0,0.0,0.0,26.0,7.0,94.4,0.0,94.4,0.0,0.5,0.0,0.0,0.0,0.0,87.4,0.0,익산시,0.0,1.3,0.0,0.0,0.0,11.6,0.0,1.6,0.0,35.9,0.0,2.2,0.0,소각,1.5,0.0,2.8,0.0,전북,2018
619,1.3,11.6,0.0,0.0,1.1,0.0,3.5,3.5,0.3,136.6,0.0,0.0,13.4,0.0,90.6,0.1,0.0,42.5,익산시,0.0,0.0,0.0,0.1,0.0,0.0,5.3,0.0,0.6,0.0,4.6,0.0,0.7,재활용,3.5,3.4,0.0,0.0,전북,2018
620,1.2,0.0,2.9,0.3,0.4,10.1,4.6,53.3,0.0,83.2,4.3,0.2,0.0,0.0,21.5,0.2,48.7,8.4,정읍시,0.0,2.3,0.0,0.0,0.2,13.3,0.2,1.7,0.1,18.4,0.5,1.0,0.3,발생량,2.6,0.6,0.8,0.1,전북,2018
621,0.0,0.0,0.0,0.0,0.0,4.2,2.4,14.8,0.0,14.8,0.0,0.1,0.0,0.0,0.0,0.0,12.4,0.0,정읍시,0.0,1.6,0.0,0.0,0.0,5.2,0.0,0.8,0.0,0.6,0.0,0.2,0.0,매립,1.9,0.0,0.2,0.0,전북,2018
622,0.0,0.0,2.9,0.0,0.0,5.9,2.2,38.5,0.0,38.5,0.0,0.1,0.0,0.0,0.0,0.0,36.3,0.0,정읍시,0.0,0.7,0.0,0.0,0.0,8.1,0.0,0.9,0.0,17.8,0.0,0.8,0.0,소각,0.7,0.0,0.6,0.0,전북,2018
623,1.2,0.0,0.0,0.3,0.4,0.0,0.0,0.0,0.0,29.9,4.3,0.0,0.0,0.0,21.5,0.2,0.0,8.4,정읍시,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.1,0.0,0.5,0.0,0.3,재활용,0.0,0.6,0.0,0.1,전북,2018
624,7.6,5.2,4.4,0.7,0.0,4.7,4.1,45.8,0.1,87.6,4.1,0.0,0.0,18.0,16.2,0.0,23.7,25.6,남원시,0.0,1.6,0.0,0.0,0.1,5.4,0.2,2.4,6.2,5.2,0.5,1.4,0.2,발생량,0.0,0.7,2.7,0.0,전북,2018
625,0.0,0.0,4.4,0.0,0.0,4.7,4.1,45.8,0.0,45.8,0.0,0.0,0.0,18.0,0.0,0.0,23.7,0.0,남원시,0.0,1.6,0.0,0.0,0.0,5.4,0.0,2.4,0.0,5.2,0.0,1.4,0.0,매립,0.0,0.0,2.7,0.0,전북,2018
626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,남원시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,소각,0.0,0.0,0.0,0.0,전북,2018
627,7.6,5.2,0.0,0.7,0.0,0.0,0.0,0.0,0.1,41.8,4.1,0.0,0.0,0.0,16.2,0.0,0.0,25.6,남원시,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,6.2,0.0,0.5,0.0,0.2,재활용,0.0,0.7,0.0,0.0,전북,2018
628,3.9,0.1,0.0,1.5,0.4,2.9,5.6,33.7,0.2,84.0,4.5,1.0,1.8,0.0,26.0,1.2,28.1,24.3,김제시,0.0,1.4,0.0,0.1,0.8,12.9,2.5,2.9,0.5,8.0,2.9,0.4,0.8,발생량,3.5,2.6,0.7,0.5,전북,2018
629,0.0,0.0,0.0,0.0,0.0,0.0,5.2,5.2,0.0,5.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,김제시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,매립,3.5,0.0,0.4,0.0,전북,2018
630,0.0,0.0,0.0,0.0,0.0,2.6,0.0,27.5,0.0,27.5,0.0,0.0,0.0,0.0,0.0,0.0,27.5,0.0,김제시,0.0,1.4,0.0,0.0,0.0,12.8,0.0,2.9,0.0,7.8,0.0,0.0,0.0,소각,0.0,0.0,0.0,0.0,전북,2018
631,3.9,0.1,0.0,1.5,0.4,0.3,0.4,1.0,0.2,51.3,4.5,0.0,1.8,0.0,26.0,1.2,0.6,24.3,김제시,0.0,0.0,0.0,0.1,0.8,0.1,2.5,0.0,0.5,0.2,2.9,0.1,0.8,재활용,0.0,2.6,0.3,0.5,전북,2018
632,0.8,0.1,0.0,0.0,0.7,6.6,2.1,23.3,0.1,59.7,0.8,1.1,3.8,0.0,27.9,0.0,21.2,8.5,완주군,0.0,1.5,0.0,0.0,0.0,2.7,0.0,3.6,0.2,6.8,0.7,0.2,0.2,발생량,0.5,1.1,0.3,0.0,전북,2018
633,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2.1,0.0,2.1,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,완주군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,매립,0.5,0.0,0.3,0.0,전북,2018
634,0.0,0.0,0.0,0.0,0.0,6.6,0.0,21.2,0.0,21.2,0.0,0.0,0.0,0.0,0.0,0.0,21.2,0.0,완주군,0.0,1.5,0.0,0.0,0.0,2.7,0.0,3.6,0.0,6.8,0.0,0.0,0.0,소각,0.0,0.0,0.0,0.0,전북,2018
635,0.8,0.1,0.0,0.0,0.7,0.0,0.0,0.0,0.1,36.4,0.8,0.0,3.8,0.0,27.9,0.0,0.0,8.5,완주군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.7,0.0,0.2,재활용,0.0,1.1,0.0,0.0,전북,2018
636,0.8,0.0,0.6,0.0,0.0,1.0,1.0,4.0,0.0,10.7,2.3,0.0,0.0,0.0,2.2,0.0,3.0,4.5,진안군,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.5,0.2,발생량,0.0,0.4,0.5,0.0,전북,2018
637,0.0,0.0,0.6,0.0,0.0,0.0,1.0,1.6,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,진안군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,매립,0.0,0.0,0.5,0.0,전북,2018
638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,진안군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,소각,0.0,0.0,0.0,0.0,전북,2018
639,0.8,0.0,0.0,0.0,0.0,1.0,0.0,2.4,0.0,9.1,2.3,0.0,0.0,0.0,2.2,0.0,2.4,4.5,진안군,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2,재활용,0.0,0.4,0.0,0.0,전북,2018
640,0.6,0.0,1.1,0.2,0.1,4.1,1.1,15.3,0.0,25.1,2.5,0.1,0.8,0.0,4.4,0.0,14.2,5.4,무주군,0.0,0.2,0.0,0.0,0.0,3.6,0.2,0.5,0.1,4.7,0.2,0.3,0.4,발생량,0.2,0.3,0.5,0.0,전북,2018
641,0.0,0.0,0.4,0.0,0.0,1.5,1.1,6.9,0.0,7.8,0.0,0.1,0.0,0.0,0.9,0.0,5.8,0.0,무주군,0.0,0.1,0.0,0.0,0.0,1.9,0.0,0.1,0.0,1.8,0.0,0.3,0.0,매립,0.2,0.0,0.5,0.0,전북,2018
642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,무주군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,소각,0.0,0.0,0.0,0.0,전북,2018
643,0.6,0.0,0.7,0.2,0.1,2.6,0.0,8.4,0.0,17.3,2.5,0.0,0.8,0.0,3.5,0.0,8.4,5.4,무주군,0.0,0.1,0.0,0.0,0.0,1.7,0.2,0.4,0.1,2.9,0.2,0.0,0.4,재활용,0.0,0.3,0.0,0.0,전북,2018
644,0.0,0.9,2.7,0.0,0.1,3.7,6.5,22.6,0.0,28.6,0.4,0.6,0.0,0.0,4.5,0.0,16.1,1.5,장수군,0.0,0.4,0.0,0.0,0.0,3.0,0.0,0.6,0.0,5.7,0.0,0.6,0.0,발생량,4.5,0.1,0.8,0.0,전북,2018
645,0.0,0.0,0.9,0.0,0.0,0.9,5.6,10.8,0.0,13.7,0.0,0.6,0.0,0.0,2.9,0.0,5.2,0.0,장수군,0.0,0.3,0.0,0.0,0.0,1.5,0.0,0.4,0.0,1.2,0.0,0.3,0.0,매립,4.3,0.0,0.4,0.0,전북,2018
646,0.0,0.0,1.8,0.0,0.0,2.8,0.9,11.8,0.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,10.9,0.0,장수군,0.0,0.1,0.0,0.0,0.0,1.5,0.0,0.2,0.0,4.5,0.0,0.3,0.0,소각,0.2,0.0,0.4,0.0,전북,2018
647,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,3.1,0.4,0.0,0.0,0.0,1.6,0.0,0.0,1.5,장수군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,재활용,0.0,0.1,0.0,0.0,전북,2018
648,0.1,0.0,0.2,0.0,0.2,1.0,0.6,4.1,0.0,10.3,1.4,0.1,0.0,0.0,4.3,0.0,3.5,1.9,임실군,0.0,0.2,0.0,0.0,0.0,0.7,0.0,0.2,0.0,1.2,0.1,0.2,0.0,발생량,0.1,0.1,0.2,0.0,전북,2018
649,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.8,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,임실군,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.2,0.0,0.1,0.0,매립,0.0,0.0,0.1,0.0,전북,2018
650,0.0,0.0,0.2,0.0,0.0,0.8,0.4,3.3,0.0,3.3,0.0,0.1,0.0,0.0,0.0,0.0,2.9,0.0,임실군,0.0,0.2,0.0,0.0,0.0,0.6,0.0,0.1,0.0,1.0,0.0,0.1,0.0,소각,0.1,0.0,0.1,0.0,전북,2018
651,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,6.2,1.4,0.0,0.0,0.0,4.3,0.0,0.0,1.9,임실군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,재활용,0.0,0.1,0.0,0.0,전북,2018
652,0.0,0.0,1.3,0.0,0.0,2.7,1.3,9.5,0.0,15.7,1.6,0.2,0.0,0.0,4.0,0.0,8.2,2.2,순창군,0.0,0.2,0.0,0.0,0.0,1.6,0.0,0.1,0.1,2.3,0.2,0.3,0.1,발생량,0.3,0.2,0.5,0.0,전북,2018
653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,순창군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,매립,0.0,0.0,0.0,0.0,전북,2018
654,0.0,0.0,1.3,0.0,0.0,2.7,1.3,9.5,0.0,9.5,0.0,0.2,0.0,0.0,0.0,0.0,8.2,0.0,순창군,0.0,0.2,0.0,0.0,0.0,1.6,0.0,0.1,0.0,2.3,0.0,0.3,0.0,소각,0.3,0.0,0.5,0.0,전북,2018
655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,1.6,0.0,0.0,0.0,4.0,0.0,0.0,2.2,순창군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.1,재활용,0.0,0.2,0.0,0.0,전북,2018
656,0.3,0.0,1.3,0.0,0.3,5.4,0.5,14.2,0.0,47.4,14.9,0.0,0.8,0.0,15.0,0.0,13.7,18.2,고창군,0.0,0.1,0.0,0.2,0.0,0.5,0.0,0.1,0.0,6.3,0.6,0.4,0.2,발생량,0.1,0.9,0.0,0.0,전북,2018
657,0.0,0.0,1.3,0.0,0.0,5.4,0.5,14.2,0.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,13.7,0.0,고창군,0.0,0.1,0.0,0.0,0.0,0.5,0.0,0.1,0.0,6.3,0.0,0.4,0.0,매립,0.1,0.0,0.0,0.0,전북,2018
658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,고창군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,소각,0.0,0.0,0.0,0.0,전북,2018
659,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,33.2,14.9,0.0,0.8,0.0,15.0,0.0,0.0,18.2,고창군,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.2,재활용,0.0,0.9,0.0,0.0,전북,2018
660,0.2,0.9,0.8,0.0,0.1,6.3,11.7,31.8,0.2,50.4,4.3,2.6,0.0,2.5,11.0,0.0,17.6,7.6,부안군,0.0,1.3,0.0,0.0,0.0,3.3,0.0,0.5,0.1,5.4,0.9,3.8,0.0,발생량,3.8,0.9,1.5,0.0,전북,2018
661,0.0,0.0,0.8,0.0,0.0,0.0,7.9,13.0,0.0,13.0,0.0,2.6,0.0,2.5,0.0,0.0,2.6,0.0,부안군,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,매립,3.8,0.0,1.5,0.0,전북,2018
662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,부안군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,소각,0.0,0.0,0.0,0.0,전북,2018
663,0.2,0.9,0.0,0.0,0.1,6.3,3.8,18.8,0.2,37.4,4.3,0.0,0.0,0.0,11.0,0.0,15.0,7.6,부안군,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.1,5.4,0.9,3.8,0.0,재활용,0.0,0.9,0.0,0.0,전북,2018
664,0.2,0.1,21.6,0.1,0.7,44.0,13.4,156.0,0.3,232.8,0.1,0.0,0.0,0.0,73.9,0.1,142.6,2.9,목포시,0.0,3.7,0.0,0.0,0.0,19.9,0.3,2.3,0.1,51.1,0.5,4.9,0.2,발생량,0.0,0.2,8.5,0.0,전남,2018
665,0.0,0.0,16.2,0.0,0.0,33.0,10.1,117.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,106.9,0.0,목포시,0.0,2.8,0.0,0.0,0.0,14.9,0.0,1.7,0.0,38.3,0.0,3.7,0.0,매립,0.0,0.0,6.4,0.0,전남,2018
666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,목포시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,소각,0.0,0.0,0.0,0.0,전남,2018
667,0.2,0.1,5.4,0.1,0.7,11.0,3.3,39.0,0.3,115.8,0.1,0.0,0.0,0.0,73.9,0.1,35.7,2.9,목포시,0.0,0.9,0.0,0.0,0.0,5.0,0.3,0.6,0.1,12.8,0.5,1.2,0.2,재활용,0.0,0.2,2.1,0.0,전남,2018
668,2.1,4.6,12.0,0.0,0.0,44.1,59.8,254.9,0.1,365.0,0.8,7.3,0.0,12.4,101.3,0.1,182.7,8.8,여수시,0.0,6.0,0.0,0.0,0.0,59.5,0.0,7.7,0.2,53.4,0.3,7.8,0.1,발생량,33.1,0.5,11.6,0.0,전남,2018
669,0.0,0.0,7.7,0.0,0.0,24.0,54.7,178.0,0.0,178.0,0.0,7.1,0.0,9.7,0.0,0.0,113.6,0.0,여수시,0.0,5.2,0.0,0.0,0.0,39.7,0.0,6.0,0.0,31.0,0.0,6.3,0.0,매립,32.2,0.0,9.1,0.0,전남,2018
670,0.0,0.0,4.3,0.0,0.0,20.1,5.1,76.9,0.0,76.9,0.0,0.2,0.0,2.7,0.0,0.0,69.1,0.0,여수시,0.0,0.8,0.0,0.0,0.0,19.8,0.0,1.7,0.0,22.4,0.0,1.5,0.0,소각,0.9,0.0,2.5,0.0,전남,2018
671,2.1,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.1,110.1,0.8,0.0,0.0,0.0,101.3,0.1,0.0,8.8,여수시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.3,0.0,0.1,재활용,0.0,0.5,0.0,0.0,전남,2018
672,3.3,0.0,5.6,18.8,1.7,10.3,34.1,73.0,1.4,205.9,0.5,15.7,0.0,0.0,93.3,0.0,38.9,39.6,순천시,0.0,2.9,0.0,0.0,0.2,5.4,0.7,8.7,0.6,6.0,1.3,1.7,6.7,발생량,5.5,4.4,11.2,0.0,전남,2018
673,0.0,0.0,5.6,0.0,0.0,0.0,34.1,56.9,0.0,56.9,0.0,15.7,0.0,0.0,0.0,0.0,22.8,0.0,순천시,0.0,1.4,0.0,0.0,0.0,2.9,0.0,8.7,0.0,4.2,0.0,1.7,0.0,매립,5.5,0.0,11.2,0.0,전남,2018
674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,순천시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,소각,0.0,0.0,0.0,0.0,전남,2018
675,3.3,0.0,0.0,18.8,1.7,10.3,0.0,16.1,1.4,149.0,0.5,0.0,0.0,0.0,93.3,0.0,16.1,39.6,순천시,0.0,1.5,0.0,0.0,0.2,2.5,0.7,0.0,0.6,1.8,1.3,0.0,6.7,재활용,0.0,4.4,0.0,0.0,전남,2018
676,0.1,1.1,1.8,0.1,0.5,10.3,0.6,34.7,0.1,70.3,3.5,0.0,0.0,0.0,28.6,0.0,34.1,7.0,나주시,0.0,2.1,0.0,0.0,0.0,8.7,0.0,2.0,0.0,9.2,0.5,0.3,0.1,발생량,0.2,1.0,0.1,0.0,전남,2018
677,0.0,0.0,1.8,0.0,0.0,9.4,0.6,32.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,31.4,0.0,나주시,0.0,2.1,0.0,0.0,0.0,8.7,0.0,0.2,0.0,9.2,0.0,0.3,0.0,매립,0.2,0.0,0.1,0.0,전남,2018
678,0.0,0.0,0.0,0.0,0.0,0.9,0.0,2.7,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,나주시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,소각,0.0,0.0,0.0,0.0,전남,2018
679,0.1,1.1,0.0,0.1,0.5,0.0,0.0,0.0,0.1,35.6,3.5,0.0,0.0,0.0,28.6,0.0,0.0,7.0,나주시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.1,재활용,0.0,1.0,0.0,0.0,전남,2018
680,13.3,0.0,14.7,0.0,0.5,32.3,16.7,124.7,0.3,192.7,0.5,0.7,0.0,0.0,47.9,0.1,108.0,20.1,광양시,0.0,1.7,0.0,0.0,0.0,5.4,1.2,2.3,0.3,51.6,2.2,10.0,0.5,발생량,2.0,1.2,4.0,0.0,전남,2018
681,0.0,0.0,14.7,0.0,0.0,32.3,16.7,124.7,0.0,124.7,0.0,0.7,0.0,0.0,0.0,0.0,108.0,0.0,광양시,0.0,1.7,0.0,0.0,0.0,5.4,0.0,2.3,0.0,51.6,0.0,10.0,0.0,매립,2.0,0.0,4.0,0.0,전남,2018
682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,광양시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,소각,0.0,0.0,0.0,0.0,전남,2018
683,13.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.3,68.0,0.5,0.0,0.0,0.0,47.9,0.1,0.0,20.1,광양시,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.3,0.0,2.2,0.0,0.5,재활용,0.0,1.2,0.0,0.0,전남,2018
684,0.2,0.0,4.9,0.0,0.0,0.5,0.6,6.7,0.0,20.7,3.8,0.0,0.0,0.0,8.9,0.0,6.1,5.1,담양군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.2,0.5,0.2,0.2,발생량,0.0,0.3,0.4,0.0,전남,2018
685,0.0,0.0,4.9,0.0,0.0,0.0,0.0,4.9,0.0,9.5,0.0,0.0,0.0,0.0,4.6,0.0,4.9,0.0,담양군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,매립,0.0,0.0,0.0,0.0,전남,2018
686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,담양군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,소각,0.0,0.0,0.0,0.0,전남,2018
687,0.2,0.0,0.0,0.0,0.0,0.5,0.6,1.3,0.0,10.7,3.8,0.0,0.0,0.0,4.3,0.0,0.7,5.1,담양군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.5,0.2,0.2,재활용,0.0,0.3,0.4,0.0,전남,2018
688,2.3,0.0,0.6,0.1,0.0,2.0,0.9,8.5,0.0,21.5,1.8,0.0,0.0,0.2,5.0,0.0,7.4,8.0,곡성군,0.0,0.1,0.0,0.0,0.2,1.9,0.1,0.3,1.6,2.5,0.4,0.0,0.9,발생량,0.8,0.6,0.1,0.0,전남,2018
689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,곡성군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,매립,0.0,0.0,0.0,0.0,전남,2018
690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,곡성군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,소각,0.0,0.0,0.0,0.0,전남,2018
691,2.3,0.0,0.6,0.1,0.0,2.0,0.9,8.5,0.0,21.5,1.8,0.0,0.0,0.2,5.0,0.0,7.4,8.0,곡성군,0.0,0.1,0.0,0.0,0.2,1.9,0.1,0.3,1.6,2.5,0.4,0.0,0.9,재활용,0.8,0.6,0.1,0.0,전남,2018
692,0.1,0.0,0.1,0.0,0.3,2.8,1.1,10.2,0.0,17.3,0.3,0.0,0.0,0.1,6.1,0.0,9.0,1.0,구례군,0.0,0.1,0.0,0.0,0.0,5.5,0.0,0.2,0.0,0.3,0.1,0.0,0.1,발생량,1.1,0.1,0.0,0.0,전남,2018
693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,구례군,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,매립,0.0,0.0,0.0,0.0,전남,2018
694,0.0,0.0,0.0,0.0,0.0,0.8,0.1,3.4,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0,구례군,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.1,0.0,0.0,0.0,소각,0.1,0.0,0.0,0.0,전남,2018
695,0.1,0.0,0.1,0.0,0.3,2.0,1.0,6.8,0.0,13.9,0.3,0.0,0.0,0.1,6.1,0.0,5.7,1.0,구례군,0.0,0.1,0.0,0.0,0.0,3.1,0.0,0.2,0.0,0.2,0.1,0.0,0.1,재활용,1.0,0.1,0.0,0.0,전남,2018
696,2.5,0.0,2.2,0.0,0.0,6.5,0.0,29.9,0.1,64.9,3.9,0.0,0.2,0.0,24.7,0.0,29.9,10.3,고흥군,0.0,2.4,0.0,0.0,0.0,7.2,0.0,3.1,0.5,8.5,1.9,0.0,0.4,발생량,0.0,0.8,0.0,0.0,전남,2018
