,DSTRCT_PPR_KIND_QTY,COMB_FOOD_VEGET,DSTRCT_ETC_KIND_QTY,DSTRCT_ELEPDT_KIND_QTY,COMB_PLAS_KIND,NCMB_SUM,SPEC_SUM,DSTRCT_FMDRSNS_KIND_QTY,TOT_SUM,DSTRCT_FARM_KIND_QTY,NCMB_SAND_KIND,DSTRCT_FURN_KIND_QTY,ETC_KIND,FOOD_SUM,DSTRCT_F_LIGHT_QTY,COMB_SUM,DSTRCT_SUM,CTS_JIDT_NM,DSTRCT_WTC_OIL_KIND_QTY,COMB_RUBBER_KIND,DSTRCT_LUBRICANT_QTY,DSTRCT_BATTERY_KIND_QTY,DSTRCT_CLOTHES_KIND_QTY,COMB_ETC_ETC_KIND,DSTRCT_SYNRSNS_KIND_QTY,COMB_WOOD_KIND,DSTRCT_S_IRON_KIND_QTY,COMB_PPR_KIND,DSTRCT_PLAS_KIND_QTY,NCMB_MET_KIND,DSTRCT_CAN_KIND_QTY,DATA_TM_NM,NCMB_ETC_KIND,DSTRCT_GLSS_KIND_QTY,NCMB_GLSS_KIND,DSTRCT_TIRE_KIND_QTY,CITY_JIDT_NM,year
0,4236.2,1127.4,579.3,150.6,3265.3,2584.7,19505.0,109.3,45460.3,433.5,327.9,440.4,553.7,13542.0,177.5,16366.6,12413.3,합계,44.7,994.0,26.5,18.4,160.8,4527.7,1147.0,1081.1,1634.5,5371.1,966.7,394.1,686.5,발생량,1432.7,1582.4,430.0,19.0,전국,2016
1,0.0,260.3,0.0,0.0,829.1,1851.4,6330.5,0.0,6465.5,0.0,223.0,0.0,296.8,135.0,0.0,4182.3,0.0,합계,0.0,192.3,0.0,0.0,0.0,1394.6,0.0,187.9,0.0,1318.1,0.0,217.6,0.0,매립,1136.3,0.0,274.5,0.0,전국,2016
2,0.0,819.0,0.0,0.0,2133.3,621.3,12094.4,0.0,12389.0,0.0,97.7,0.0,215.9,294.6,0.0,11257.2,0.0,합계,0.0,768.6,0.0,0.0,0.0,2866.2,0.0,849.8,0.0,3820.3,0.0,150.0,0.0,소각,257.7,0.0,115.9,0.0,전국,2016
3,4236.2,48.1,579.3,150.6,302.9,112.0,1080.1,109.3,26605.8,433.5,7.2,440.4,41.0,13112.4,177.5,927.1,12413.3,합계,44.7,33.1,26.5,18.4,160.8,266.9,1147.0,43.4,1634.5,232.7,966.7,26.5,686.5,재활용,38.7,1582.4,39.6,19.0,전국,2016
4,27.5,0.0,0.0,0.3,23.9,4.2,158.0,4.1,369.7,0.0,1.0,2.8,0.0,106.9,0.4,153.8,104.8,종로구,1.1,6.5,10.0,0.1,0.0,97.9,4.1,3.1,10.2,22.4,16.0,1.4,11.0,발생량,1.0,17.2,0.8,0.0,서울,2016
5,0.0,0.0,0.0,0.0,1.0,1.7,35.0,0.0,35.0,0.0,0.8,0.0,0.0,0.0,0.0,33.3,0.0,종로구,0.0,0.5,0.0,0.0,0.0,31.6,0.0,0.1,0.0,0.1,0.0,0.3,0.0,매립,0.3,0.0,0.3,0.0,서울,2016
6,0.0,0.0,0.0,0.0,22.9,2.5,123.0,0.0,123.0,0.0,0.2,0.0,0.0,0.0,0.0,120.5,0.0,종로구,0.0,6.0,0.0,0.0,0.0,66.3,0.0,3.0,0.0,22.3,0.0,1.1,0.0,소각,0.7,0.0,0.5,0.0,서울,2016
7,27.5,0.0,0.0,0.3,0.0,0.0,0.0,4.1,211.7,0.0,0.0,2.8,0.0,106.9,0.4,0.0,104.8,종로구,1.1,0.0,10.0,0.1,0.0,0.0,4.1,0.0,10.2,0.0,16.0,0.0,11.0,재활용,0.0,17.2,0.0,0.0,서울,2016
8,140.0,0.0,0.0,0.0,24.0,1.0,150.5,0.0,422.5,0.0,0.0,0.0,0.0,96.9,0.3,149.5,175.1,중구,0.0,12.9,0.0,0.0,0.0,56.2,0.9,18.4,20.2,38.0,0.8,0.0,2.5,발생량,0.0,10.4,1.0,0.0,서울,2016
9,0.0,0.0,0.0,0.0,2.0,1.0,19.8,0.0,19.8,0.0,0.0,0.0,0.0,0.0,0.0,18.8,0.0,중구,0.0,2.0,0.0,0.0,0.0,6.1,0.0,2.9,0.0,5.8,0.0,0.0,0.0,매립,0.0,0.0,1.0,0.0,서울,2016
10,0.0,0.0,0.0,0.0,22.0,0.0,130.7,0.0,130.7,0.0,0.0,0.0,0.0,0.0,0.0,130.7,0.0,중구,0.0,10.9,0.0,0.0,0.0,50.1,0.0,15.5,0.0,32.2,0.0,0.0,0.0,소각,0.0,0.0,0.0,0.0,서울,2016
11,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,0.0,0.0,0.0,0.0,96.9,0.3,0.0,175.1,중구,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,20.2,0.0,0.8,0.0,2.5,재활용,0.0,10.4,0.0,0.0,서울,2016
12,52.2,0.0,0.4,1.0,5.3,0.0,87.7,0.3,247.1,0.0,0.0,0.2,0.0,69.7,0.1,87.7,89.7,용산구,0.8,1.3,0.0,0.0,2.2,48.4,3.5,5.1,12.1,27.6,8.5,0.0,2.9,발생량,0.0,5.5,0.0,0.0,서울,2016
13,0.0,0.0,0.0,0.0,1.0,0.0,11.3,0.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,11.3,0.0,용산구,0.0,0.1,0.0,0.0,0.0,5.7,0.0,0.8,0.0,3.7,0.0,0.0,0.0,매립,0.0,0.0,0.0,0.0,서울,2016
14,0.0,0.0,0.0,0.0,4.3,0.0,76.4,0.0,76.4,0.0,0.0,0.0,0.0,0.0,0.0,76.4,0.0,용산구,0.0,1.2,0.0,0.0,0.0,42.7,0.0,4.3,0.0,23.9,0.0,0.0,0.0,소각,0.0,0.0,0.0,0.0,서울,2016
15,52.2,0.0,0.4,1.0,0.0,0.0,0.0,0.3,159.4,0.0,0.0,0.2,0.0,69.7,0.1,0.0,89.7,용산구,0.8,0.0,0.0,0.0,2.2,0.0,3.5,0.0,12.1,0.0,8.5,0.0,2.9,재활용,0.0,5.5,0.0,0.0,서울,2016
16,34.2,0.0,0.5,0.3,22.7,2.9,78.6,0.0,236.6,0.0,0.1,0.0,0.0,84.8,0.0,75.7,73.2,성동구,0.0,2.9,0.0,0.0,0.2,16.6,8.3,1.5,2.9,32.0,9.1,0.2,6.9,발생량,2.6,10.8,0.0,0.0,서울,2016
17,0.0,0.0,0.0,0.0,4.7,1.5,21.2,0.0,21.2,0.0,0.1,0.0,0.0,0.0,0.0,19.7,0.0,성동구,0.0,1.7,0.0,0.0,0.0,4.8,0.0,0.3,0.0,8.2,0.0,0.2,0.0,매립,1.2,0.0,0.0,0.0,서울,2016
18,0.0,0.0,0.0,0.0,18.0,1.4,57.4,0.0,57.4,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,성동구,0.0,1.2,0.0,0.0,0.0,11.8,0.0,1.2,0.0,23.8,0.0,0.0,0.0,소각,1.4,0.0,0.0,0.0,서울,2016
